,attendant,ROI,DTW,PCC,CCC,RMSE,MAE
558,25.0,left marionette fold,2.1539420129396887,0.23740215651531887,0.20383770213443955,5.79606242127211,37.960571205833325
559,25.0,right marionette fold,2.234685050778015,0.21710085089427658,0.19583281506165692,4.726401189690654,26.75511005536484
560,26.0,lower medial forehead,2.0164129461269824,0.23039530424829244,0.20483588119607113,9.616587584719309,93.9471836135002
561,26.0,left lower lateral forehead,1.9387995400782463,0.20095376949842048,0.18135639053152647,8.665866315708044,77.57207330303352
562,26.0,right lower lateral forehead,1.9216135109100747,0.20196853892832609,0.18560334011458485,8.276231512746289,71.5033608882859
563,26.0,glabella,2.00484418896417,0.267661110129175,0.23432127564574642,5.38007448040222,30.51979705429992
564,26.0,upper nasal dorsum,2.048849708180163,0.19689252711270003,0.16644167930979256,9.496578258885098,91.84299021480845
565,26.0,lower nasal dorsum,1.9561329351476857,0.19222048794499239,0.1677482739206647,10.172755855698682,104.50885069562314
566,26.0,soft triangle,1.9856924309084982,0.1611698427899376,0.13691276734306249,7.503179911334018,56.588089492431024
567,26.0,left ala,2.1377050082032154,0.09626614988124786,0.08328565781708643,7.624350325679449,60.28313339139827
568,26.0,right ala,2.1161437468078463,0.10622859284276384,0.09393707120248831,7.99994211466724,65.8612343738572
569,26.0,nasal tip,2.172875652458939,0.10248291740533387,0.08675333868509252,9.865585721584042,98.13797776514022
570,26.0,left lower nasal sidewall,2.104542333848097,0.1682329449718601,0.14300562405449027,9.388002278874426,88.71567424762131
571,26.0,right lower nasal sidewall,1.9648483428192087,0.130540127798264,0.11182499201795702,8.847065414978955,80.88420191627206
572,26.0,left mid nasal sidewall,1.982331656191613,0.16432185614227837,0.15229104580177247,7.506837317369848,58.88751259359155
573,26.0,right mid nasal sidewall,2.108347063361025,0.1741660399543687,0.1482787675899649,7.808635521206964,64.67928235852132
574,26.0,philtrum,1.9518217503021766,0.1504237127637131,0.13188891242238396,6.77210184812474,47.011791681030324
575,26.0,left upper lip,2.0224972736252647,0.1318690758057359,0.11589722525985917,8.406478915922301,73.64359579865912
576,26.0,right upper lip,2.108037690901396,0.0920094775454429,0.0797629687057935,7.291518573141951,54.44314137311287
577,26.0,left nasolabial fold,1.9850156423172265,0.09668086114557395,0.08241009118864968,8.4425787328892,76.63190601239897
578,26.0,right nasolabial fold,2.2896839827289432,0.0794534386500574,0.06547229672950292,9.12984671869371,84.4469308833128
579,26.0,left temporal,2.055560057636332,0.1273829201967243,0.11405186612803841,8.744082461112498,78.60935191501893
580,26.0,right temporal,2.048297986754787,0.13206154264580924,0.11881964419134253,8.14521958497954,68.96856010928174
581,26.0,left malar,1.946574116346267,0.1933806819888467,0.16857815064455103,8.626394166469792,80.58428249668474
582,26.0,right malar,2.1603883493215936,0.19901346787928453,0.16738214254071718,9.750273120730075,96.35136125961291
583,26.0,left lower cheek,2.1621339681907417,0.11175770702768366,0.10075309039036272,5.666286263668077,34.08859538058752
584,26.0,right lower cheek,2.0431557478506677,0.10560506173934119,0.09579705608972487,5.632560469637914,33.611479360618674
585,26.0,chin,1.9349191605757727,0.13856403598606945,0.12397059610109085,9.78907401763121,97.60840913428028
586,26.0,left marionette fold,1.990284657607004,0.09838811418635843,0.08334650890110126,9.306745955449244,87.69285347576475
587,26.0,right marionette fold,2.2059222474001134,0.0995226171293975,0.07658806706127488,9.533722644152894,92.3692552878265
588,30.0,lower medial forehead,2.229837034873324,0.15308009152311222,0.13793313122241457,3.4175580929194775,13.175737614855423
589,30.0,left lower lateral forehead,2.315515522453777,0.1935942061358855,0.17308709958437365,3.2877968676921894,13.31776781102606
590,30.0,right lower lateral forehead,2.3279839267175744,0.1431425692046073,0.131300946509275,4.242156576354931,19.66100028675075
591,30.0,glabella,2.309821177903551,0.2317830364388446,0.20726250223977752,2.634162093342988,8.59019682290335
592,30.0,upper nasal dorsum,2.3894597805431164,0.1965395293123223,0.17504730568219504,2.92315681759996,9.488185874557058
593,30.0,lower nasal dorsum,2.315457665062936,0.18735194024719853,0.16953940851145424,3.535871356688234,15.17955516616953
594,30.0,soft triangle,2.2568261635829523,0.24187230811558208,0.2150990330355606,5.176979239646762,27.91829014348974
595,30.0,left ala,2.401939452570797,0.15904419462691366,0.1393675667965902,4.494834188262345,22.632603037223763
596,30.0,right ala,2.212727466501677,0.19573206125450465,0.18194253392192697,4.773546188448847,23.63570051222205
597,30.0,nasal tip,2.666659740382399,0.18253390406962358,0.13123198408058834,4.4414538919877895,21.385651044871867
598,30.0,left lower nasal sidewall,2.254914886553943,0.2206422018894505,0.20872924730337922,3.778276430870534,17.327558489555173
599,30.0,right lower nasal sidewall,2.2429929221834315,0.2153433879021717,0.19826298340926066,4.955093304770505,25.307747303919275
600,30.0,left mid nasal sidewall,2.359989095029461,0.14521004095870077,0.12899392080019373,4.958062249454033,26.608694008002495
601,30.0,right mid nasal sidewall,2.2857703722385545,0.1887938754506346,0.1650124450232466,4.787039821737356,26.00352366983579
602,30.0,philtrum,2.378985255865864,0.07027290433101992,0.057379740740770416,6.33701663645419,40.473244205773575
603,30.0,left upper lip,2.2594968104946545,0.12335793533172842,0.10901060511583661,5.712839543360469,33.99764810625459
604,30.0,right upper lip,2.3445336100853433,0.09047024381952196,0.07655866511934917,5.145276296230989,27.067316042295708
605,30.0,left nasolabial fold,2.165577397165129,0.13874401688776078,0.12792382383195758,5.534060255786057,31.49173985281481
606,30.0,right nasolabial fold,2.3539607274416916,0.17307146872322265,0.15038411307359573,5.916949413404437,36.54890501976675
607,30.0,left temporal,2.4052590595797603,0.12296537875081928,0.11259959484586865,4.784518066302517,24.966784593264805
608,30.0,right temporal,2.504738029794607,0.168224914468446,0.13813392424442944,5.65688316764831,33.114039830708535
609,30.0,left malar,2.1717373320425333,0.3743270240921821,0.3483271680183078,2.4914903529668253,7.640368319198409
